project_id,object_id,current_time,init_time,active_time,error_time,pause_time
2,0,5,5,0,0,0
2,0,5,5,0,0,0
2,1,5,5,0,0,0
2,1,5,5,0,0,0
2,2,5,5,0,0,0
2,2,5,5,0,0,0
2,0,10,5,5,0,0
2,0,10,5,5,0,0
2,1,10,5,5,0,0
2,1,10,5,5,0,0
2,2,10,5,5,0,0
2,2,10,5,5,0,0
2,0,10,5,5,0,0
2,2,10,5,5,0,0
2,1,10,5,5,0,0
2,0,15,5,10,0,0
2,0,15,5,10,0,0
2,1,15,5,10,0,0
2,1,15,5,10,0,0
2,2,15,5,10,0,0
2,2,15,5,10,0,0
2,0,20,5,15,0,0
2,0,20,5,15,0,0
2,1,20,5,15,0,0
2,1,20,5,15,0,0
2,2,20,5,15,0,0
2,2,20,5,15,0,0
2,3,25,25,0,0,0
2,3,25,25,0,0,0
2,4,25,25,0,0,0
2,4,25,25,0,0,0
2,5,25,25,0,0,0
2,5,25,25,0,0,0
2,6,25,25,0,0,0
2,6,25,25,0,0,0
2,7,25,25,0,0,0
2,7,25,25,0,0,0
2,8,25,25,0,0,0
2,8,25,25,0,0,0
2,1,25,5,15,0,5
2,2,25,5,15,0,5
2,0,25,5,15,0,5
2,1,26,5,15,0,6
2,2,26,5,15,0,6
2,2,26,5,15,0,6
2,6,26,25,1,0,0
2,2,26,5,15,0,6
2,1,26,5,15,0,6
2,0,26,5,15,0,6
2,0,26,5,15,0,6
2,4,26,25,1,0,0
2,1,26,5,15,0,6
2,3,26,25,1,0,0
2,0,26,5,15,0,6
2,1,27,5,16,0,6
2,0,27,5,16,0,6
2,2,27,5,16,0,6
2,0,27,5,16,0,6
2,6,27,25,2,0,0
2,3,27,25,2,0,0
2,4,27,25,2,0,0
2,0,27,5,16,0,6
2,1,27,5,16,0,6
2,1,27,5,16,0,6
2,2,27,5,16,0,6
2,2,27,5,16,0,6
2,0,31,5,20,0,6
2,0,31,5,20,0,6
2,1,31,5,20,0,6
2,1,31,5,20,0,6
2,2,31,5,20,0,6
2,2,31,5,20,0,6
2,0,36,5,25,0,6
2,0,36,5,25,0,6
2,1,36,5,25,0,6
2,1,36,5,25,0,6
2,2,36,5,25,0,6
2,2,36,5,25,0,6
2,9,45,45,0,0,0
2,9,45,45,0,0,0
2,10,45,45,0,0,0
2,10,45,45,0,0,0
2,4,45,25,2,0,18
2,5,45,25,20,0,0
2,3,45,25,2,0,18
2,9,45,45,0,0,0
2,3,45,25,2,0,18
2,9,45,45,0,0,0
2,0,45,5,25,0,15
2,0,45,5,25,0,15
2,4,45,25,2,0,18
2,6,45,25,2,0,18
2,1,45,5,25,0,15
2,1,45,5,25,0,15
2,2,45,5,25,0,15
2,4,46,25,2,0,19
2,10,46,45,1,0,0
2,3,46,25,2,0,19
2,6,46,25,2,0,19
2,2,46,5,25,0,16
2,9,46,45,1,0,0
2,0,46,5,25,0,16
2,9,46,45,1,0,0
2,4,46,25,2,0,19
2,3,46,25,2,0,19
2,3,46,25,2,0,19
2,1,46,5,25,0,16
2,0,46,5,25,0,16
2,6,46,25,2,0,19
2,4,46,25,2,0,19
2,1,46,5,25,0,16
2,0,47,5,25,0,17
2,4,47,25,3,0,19
2,1,47,5,25,0,17
2,2,47,5,25,0,17
2,3,47,25,3,0,19
2,0,47,5,25,0,17
2,2,47,5,25,0,17
2,0,47,5,25,0,17
2,1,47,5,25,0,17
2,1,47,5,25,0,17
2,6,47,25,3,0,19
2,2,47,5,25,0,17
2,3,48,25,3,0,20
2,9,48,45,3,0,0
2,3,48,25,3,0,20
2,0,48,5,26,0,17
2,6,48,25,3,0,20
2,4,48,25,3,0,20
2,6,48,25,3,0,20
2,10,48,45,3,0,0
2,6,48,25,3,0,20
2,2,48,5,26,0,17
2,1,48,5,26,0,17
2,2,48,5,26,0,17
2,4,48,25,3,0,20
2,9,48,45,3,0,0
2,4,48,25,3,0,20
2,1,48,5,26,0,17
2,4,49,25,4,0,20
2,6,49,25,4,0,20
2,10,49,45,4,0,0
2,9,49,45,4,0,0
2,4,49,25,4,0,20
2,1,49,5,27,0,17
2,3,49,25,4,0,20
2,9,49,45,4,0,0
2,3,49,25,4,0,20
2,0,49,5,27,0,17
2,6,49,25,4,0,20
2,2,49,5,27,0,17
2,2,49,5,27,0,17
2,1,49,5,27,0,17
2,2,49,5,27,0,17
2,1,49,5,27,0,17
2,6,49,25,4,0,20
2,4,49,25,4,0,20
2,1,49,5,27,0,17
2,2,49,5,27,0,17
2,9,50,45,5,0,0
2,9,50,45,5,0,0
2,10,50,45,5,0,0
2,10,50,45,5,0,0
2,6,50,25,5,0,20
2,0,50,5,28,0,17
2,2,50,5,28,0,17
2,2,50,5,28,0,17
2,1,50,5,28,0,17
2,0,50,5,28,0,17
2,2,50,5,28,0,17
2,1,50,5,28,0,17
2,4,50,25,5,0,20
2,1,50,5,28,0,17
2,3,50,25,5,0,20
2,0,50,5,28,0,17
2,0,51,5,29,0,17
2,3,51,25,6,0,20
2,0,51,5,29,0,17
2,6,51,25,5,0,21
2,9,51,45,6,0,0
2,5,51,25,26,0,0
2,0,51,5,29,0,17
2,6,51,25,5,0,21
2,9,51,45,6,0,0
2,4,51,25,5,0,21
2,1,51,5,29,0,17
2,9,51,45,6,0,0
2,2,51,5,29,0,17
2,3,51,25,6,0,20
2,0,51,5,29,0,17
2,9,51,45,6,0,0
2,4,51,25,5,0,21
2,4,51,25,5,0,21
2,10,51,45,6,0,0
