Scenario Num,Time,GEN Count,TRACK Count,PROC Count,STOCK CountALL Count
3,1000,7,19,5,2,33

State Avg Time
INIT TIME,ACTIVE TIME,ERROR TIME,PAUSE TIME
26.2121,692.939,39.9394,240.909

State Avg Rate
INIT TIME,ACTIVE TIME,ERROR TIME,PAUSE TIME
2.62121,69.2939,3.99394,24.0909

Product
All Product Count,All Product Time Sum,All Product Time Avg
78,3834,49.1538

INIT TIME
GEN INIT,TRACK INIT,PROC INIT,STOCK INIT
5,25,45,65

