project_id,object_id,current_time,init_rate,active_rate,error_rate,pause_rate
5,0,5,100,0,0,0
5,0,5,100,0,0,0
5,0,10,50,50,0,0
5,0,10,50,50,0,0
5,0,10,50,50,0,0
5,0,15,33.3333,66.6667,0,0
5,0,15,33.3333,66.6667,0,0
5,0,20,25,75,0,0
5,0,20,25,75,0,0
5,1,25,100,0,0,0
5,1,25,100,0,0,0
5,2,25,100,0,0,0
5,2,25,100,0,0,0
5,3,25,100,0,0,0
5,3,25,100,0,0,0
5,0,25,20,60,0,20
5,0,26,19.2308,57.6923,0,23.0769
5,1,26,96.1538,3.84615,0,0
5,0,26,19.2308,57.6923,0,23.0769
5,0,26,19.2308,57.6923,0,23.0769
5,0,27,18.5185,59.2593,0,22.2222
5,0,27,18.5185,59.2593,0,22.2222
5,1,27,92.5926,7.40741,0,0
5,0,27,18.5185,59.2593,0,22.2222
5,0,31,16.129,64.5161,0,19.3548
5,0,31,16.129,64.5161,0,19.3548
5,0,36,13.8889,69.4444,0,16.6667
5,0,36,13.8889,69.4444,0,16.6667
5,4,45,100,0,0,0
5,4,45,100,0,0,0
5,1,45,55.5556,4.44444,0,40
5,0,45,11.1111,55.5556,0,33.3333
5,1,46,54.3478,4.34783,0,41.3043
5,0,46,10.8696,54.3478,0,34.7826
5,4,46,97.8261,2.17391,0,0
5,0,46,10.8696,54.3478,0,34.7826
5,1,46,54.3478,4.34783,0,41.3043
5,1,46,54.3478,4.34783,0,41.3043
5,0,47,10.6383,53.1915,0,36.1702
5,1,47,53.1915,6.38298,0,40.4255
5,0,47,10.6383,53.1915,0,36.1702
5,0,47,10.6383,53.1915,0,36.1702
5,1,48,52.0833,6.25,0,41.6667
5,4,48,93.75,6.25,0,0
5,1,48,52.0833,6.25,0,41.6667
5,0,48,10.4167,54.1667,0,35.4167
5,1,49,51.0204,8.16327,0,40.8163
5,4,49,91.8367,8.16327,0,0
5,0,49,10.2041,55.102,0,34.6939
5,1,49,51.0204,8.16327,0,40.8163
5,1,49,51.0204,8.16327,0,40.8163
5,0,49,10.2041,55.102,0,34.6939
5,0,49,10.2041,55.102,0,34.6939
5,0,49,10.2041,55.102,0,34.6939
5,4,50,90,10,0,0
5,4,50,90,10,0,0
5,0,50,10,56,0,34
5,1,50,50,10,0,40
5,0,50,10,56,0,34
5,0,50,10,56,0,34
5,4,51,88.2353,11.7647,0,0
5,1,51,49.0196,9.80392,0,41.1765
5,4,51,88.2353,11.7647,0,0
5,3,51,49.0196,50.9804,0,0
5,1,51,49.0196,9.80392,0,41.1765
5,1,51,49.0196,9.80392,0,41.1765
5,4,51,88.2353,11.7647,0,0
5,0,51,9.80392,56.8627,0,33.3333
5,2,51,49.0196,50.9804,0,0
5,0,51,9.80392,56.8627,0,33.3333
5,4,51,88.2353,11.7647,0,0
5,1,51,49.0196,9.80392,0,41.1765
5,0,51,9.80392,56.8627,0,33.3333
5,0,52,9.61538,57.6923,0,32.6923
5,0,52,9.61538,57.6923,0,32.6923
5,1,52,48.0769,11.5385,0,40.3846
5,4,52,86.5385,13.4615,0,0
5,0,52,9.61538,57.6923,0,32.6923
5,1,52,48.0769,11.5385,0,40.3846
5,0,53,9.43396,56.6038,1.88679,32.0755
5,1,53,47.1698,13.2075,0,39.6226
5,0,53,9.43396,56.6038,1.88679,32.0755
5,0,53,9.43396,56.6038,1.88679,32.0755
5,2,56,44.6429,55.3571,0,0
5,3,56,44.6429,55.3571,0,0
5,4,56,80.3571,12.5,0,7.14286
5,1,56,44.6429,17.8571,0,37.5
5,4,56,80.3571,12.5,0,7.14286
5,4,56,80.3571,12.5,0,7.14286
5,0,56,8.92857,53.5714,7.14286,30.3571
5,1,56,44.6429,17.8571,0,37.5
5,0,56,8.92857,53.5714,7.14286,30.3571
5,0,57,8.77193,52.6316,8.77193,29.8246
5,0,57,8.77193,52.6316,8.77193,29.8246
5,1,58,43.1034,20.6897,0,36.2069
5,4,58,77.5862,15.5172,0,6.89655
5,1,58,43.1034,20.6897,0,36.2069
5,0,58,8.62069,53.4483,8.62069,29.3103
5,4,61,73.7705,14.7541,0,11.4754
5,4,61,73.7705,14.7541,0,11.4754
5,3,61,40.9836,59.0164,0,0
5,4,61,73.7705,14.7541,0,11.4754
5,1,61,40.9836,24.5902,0,34.4262
5,2,61,40.9836,59.0164,0,0
5,0,61,8.19672,55.7377,8.19672,27.8689
5,0,61,8.19672,55.7377,8.19672,27.8689
5,1,61,40.9836,24.5902,0,34.4262
5,0,62,8.06452,56.4516,8.06452,27.4194
5,0,62,8.06452,56.4516,8.06452,27.4194
5,0,63,7.93651,57.1429,7.93651,26.9841
5,1,63,39.6825,26.9841,0,33.3333
5,0,63,7.93651,57.1429,7.93651,26.9841
5,0,63,7.93651,57.1429,7.93651,26.9841
5,5,65,100,0,0,0
5,5,65,100,0,0,0
5,6,65,100,0,0,0
5,6,65,100,0,0,0
5,2,65,38.4615,61.5385,0,0
5,4,65,69.2308,20,0,10.7692
5,1,65,38.4615,29.2308,0,32.3077
5,3,65,38.4615,55.3846,0,6.15385
5,0,65,7.69231,58.4615,7.69231,26.1538
5,1,65,38.4615,29.2308,0,32.3077
5,4,65,69.2308,20,0,10.7692
5,4,65,69.2308,20,0,10.7692
5,0,65,7.69231,58.4615,7.69231,26.1538
5,0,65,7.69231,58.4615,7.69231,26.1538
5,1,65,38.4615,29.2308,0,32.3077
5,1,65,38.4615,29.2308,0,32.3077
5,2,66,37.8788,62.1212,0,0
5,4,66,68.1818,19.697,0,12.1212
5,2,66,37.8788,62.1212,0,0
5,4,66,68.1818,19.697,0,12.1212
