Scenario Num,Time,GEN Count,TRACK Count,PROC Count,STOCK CountALL Count
1,1000,1,2,1,1,5

State Avg Time
INIT TIME,ACTIVE TIME,ERROR TIME,PAUSE TIME
33,746.2,63,157.8

State Avg Rate
INIT TIME,ACTIVE TIME,ERROR TIME,PAUSE TIME
3.3,74.62,6.3,15.78

Product
All Product Count,All Product Time Sum,All Product Time Avg
155,7806,50.3613

INIT TIME
GEN INIT,TRACK INIT,PROC INIT,STOCK INIT
5,25,45,65

