project_id,object_id,current_time,init_rate,active_rate,error_rate,pause_rate
2,0,5,100,0,0,0
2,0,5,100,0,0,0
2,1,5,100,0,0,0
2,1,5,100,0,0,0
2,2,5,100,0,0,0
2,2,5,100,0,0,0
2,0,10,50,50,0,0
2,0,10,50,50,0,0
2,1,10,50,50,0,0
2,1,10,50,50,0,0
2,2,10,50,50,0,0
2,2,10,50,50,0,0
2,0,10,50,50,0,0
2,2,10,50,50,0,0
2,1,10,50,50,0,0
2,0,15,33.3333,66.6667,0,0
2,0,15,33.3333,66.6667,0,0
2,1,15,33.3333,66.6667,0,0
2,1,15,33.3333,66.6667,0,0
2,2,15,33.3333,66.6667,0,0
2,2,15,33.3333,66.6667,0,0
2,0,20,25,75,0,0
2,0,20,25,75,0,0
2,1,20,25,75,0,0
2,1,20,25,75,0,0
2,2,20,25,75,0,0
2,2,20,25,75,0,0
2,3,25,100,0,0,0
2,3,25,100,0,0,0
2,4,25,100,0,0,0
2,4,25,100,0,0,0
2,5,25,100,0,0,0
2,5,25,100,0,0,0
2,6,25,100,0,0,0
2,6,25,100,0,0,0
2,7,25,100,0,0,0
2,7,25,100,0,0,0
2,8,25,100,0,0,0
2,8,25,100,0,0,0
2,1,25,20,60,0,20
2,2,25,20,60,0,20
2,0,25,20,60,0,20
2,1,26,19.2308,57.6923,0,23.0769
2,2,26,19.2308,57.6923,0,23.0769
2,2,26,19.2308,57.6923,0,23.0769
2,6,26,96.1538,3.84615,0,0
2,2,26,19.2308,57.6923,0,23.0769
2,1,26,19.2308,57.6923,0,23.0769
2,0,26,19.2308,57.6923,0,23.0769
2,0,26,19.2308,57.6923,0,23.0769
2,4,26,96.1538,3.84615,0,0
2,1,26,19.2308,57.6923,0,23.0769
2,3,26,96.1538,3.84615,0,0
2,0,26,19.2308,57.6923,0,23.0769
2,1,27,18.5185,59.2593,0,22.2222
2,0,27,18.5185,59.2593,0,22.2222
2,2,27,18.5185,59.2593,0,22.2222
2,0,27,18.5185,59.2593,0,22.2222
2,6,27,92.5926,7.40741,0,0
2,3,27,92.5926,7.40741,0,0
2,4,27,92.5926,7.40741,0,0
