project_id,object_id,object_type,current_time,buffer_count,stock_count
5,0,GEN,5,0,0
5,0,GEN,5,0,0
5,0,GEN,10,0,0
5,0,GEN,10,1,0
5,0,GEN,10,1,0
5,0,GEN,15,1,0
5,0,GEN,15,2,0
5,0,GEN,20,2,0
5,0,GEN,20,3,0
5,1,TRACK,25,0,0
5,1,TRACK,25,0,0
5,2,TRACK,25,0,0
5,2,TRACK,25,0,0
5,3,TRACK,25,0,0
5,3,TRACK,25,0,0
5,0,GEN,25,3,0
5,0,GEN,26,2,0
5,1,TRACK,26,1,0
5,0,GEN,26,2,0
5,0,GEN,26,2,0
5,0,GEN,27,1,0
5,0,GEN,27,1,0
5,1,TRACK,27,2,0
5,0,GEN,27,1,0
5,0,GEN,31,1,0
5,0,GEN,31,2,0
5,0,GEN,36,2,0
5,0,GEN,36,3,0
5,4,PROC,45,0,0
5,4,PROC,45,0,0
5,1,TRACK,45,2,0
5,0,GEN,45,3,0
5,1,TRACK,46,1,0
5,0,GEN,46,3,0
5,4,PROC,46,1,0
5,0,GEN,46,3,0
5,1,TRACK,46,1,0
5,1,TRACK,46,1,0
5,0,GEN,47,2,0
5,1,TRACK,47,2,0
5,0,GEN,47,2,0
5,0,GEN,47,2,0
5,1,TRACK,48,1,0
5,4,PROC,48,2,0
5,1,TRACK,48,1,0
5,0,GEN,48,2,0
5,1,TRACK,49,1,0
5,4,PROC,49,3,0
5,0,GEN,49,1,0
5,1,TRACK,49,1,0
5,1,TRACK,49,1,0
5,0,GEN,49,1,0
5,0,GEN,49,1,0
5,0,GEN,49,1,0
5,4,PROC,50,3,0
5,4,PROC,50,3,0
5,0,GEN,50,0,0
5,1,TRACK,50,2,0
5,0,GEN,50,0,0
5,0,GEN,50,0,0
5,4,PROC,51,3,0
5,1,TRACK,51,1,0
5,4,PROC,51,3,0
5,3,TRACK,51,1,0
5,1,TRACK,51,1,0
5,1,TRACK,51,1,0
5,4,PROC,51,3,0
5,0,GEN,51,0,0
5,2,TRACK,51,0,0
5,0,GEN,51,0,0
5,4,PROC,51,3,0
5,1,TRACK,51,1,0
5,0,GEN,51,0,0
5,0,GEN,52,0,0
5,0,GEN,52,1,0
5,1,TRACK,52,0,0
5,4,PROC,52,4,0
5,0,GEN,52,1,0
5,1,TRACK,52,0,0
5,0,GEN,53,0,0
5,1,TRACK,53,1,0
5,0,GEN,53,0,0
5,0,GEN,53,0,0
5,2,TRACK,56,1,0
5,3,TRACK,56,1,0
5,4,PROC,56,3,0
5,1,TRACK,56,1,0
5,4,PROC,56,3,0
5,4,PROC,56,3,0
5,0,GEN,56,0,0
5,1,TRACK,56,1,0
5,0,GEN,56,0,0
5,0,GEN,57,0,0
5,0,GEN,57,0,0
5,1,TRACK,58,0,0
